time,date,session,direction,model,score,grade,should_trade,kill_switches,price,price_zone,sweep,sweep_fresh,rsi_m15,cot_pct,atr,news_blocked,news_reason,entry,sl,sl_pips,tp1,tp2,tp3,result,pnl_pips,bars_held,exit_time,tp1_hit,tp2_hit,tag
2026-03-03 13:45:00,2026-03-03,overlap,buy,london_sweep_reverse,77.8,STRONG,True,[],5136.45,premium,bullish,True,16.77,81.6,47.75623,False,,5120.54,5105.71,148.3,5175.21,5200.0,5237.96,GHOST,0.0,8,2026-03-03 13:54:00,False,False,GHOST
2026-03-04 10:00:00,2026-03-04,london,buy,silver_bullet,70.5,STRONG,True,[],5164.44,discount,bullish,True,56.55,81.6,44.63462,False,,5161.32,5141.32,200.0,5215.89,5281.03,5313.25,SL_HIT,-200.0,412,2026-03-04 16:56:00,False,False,LOSS
2026-03-05 13:35:00,2026-03-05,overlap,buy,silver_bullet,75.1,STRONG,True,[],5159.97,discount,bullish,True,49.26,81.6,27.34535,False,,5159.35,5145.18,141.7,5195.01,5237.96,5281.03,SL_HIT,-141.7,99,2026-03-05 15:16:00,False,False,LOSS
2026-03-05 19:00:00,2026-03-05,new_york,buy,structural_breakout,71.4,STRONG,True,[],5080.32,discount,bullish,True,35.85,81.6,34.01783,False,,5080.62,5060.62,200.0,5140.1,5183.48,5237.96,SL_HIT,-200.0,35,2026-03-05 19:36:00,False,False,LOSS
2026-03-10 10:00:00,2026-03-10,london,buy,choch_reversal,80.4,STRONG,True,[],5181.48,discount,bullish,True,62.75,81.6,24.87429,False,,5169.47,5161.51,79.6,5195.72,5215.89,5233.8,GHOST,0.0,11,2026-03-10 10:12:00,False,False,GHOST
2026-03-10 14:45:00,2026-03-10,overlap,buy,silver_bullet,72.7,STRONG,True,[],5187.39,discount,bullish,True,56.65,81.6,23.69849,False,,5177.18,5164.83,123.5,5215.89,5233.8,5281.03,GHOST,0.0,17,2026-03-10 15:03:00,False,False,GHOST
2026-03-10 20:20:00,2026-03-10,new_york,buy,silver_bullet,71.8,STRONG,True,[],5182.87,premium,bullish,True,44.23,81.6,27.25105,False,,5177.18,5163.05,141.3,5215.89,5243.86,5300.0,GHOST,0.0,7,2026-03-10 20:28:00,False,False,GHOST
2026-03-11 20:45:00,2026-03-11,new_york,buy,silver_bullet,71.6,STRONG,True,[],5176.99,discount,bullish,True,50.44,81.6,21.06986,False,,5175.8,5164.77,110.3,5215.89,5237.96,5281.03,SL_HIT,-110.3,162,2026-03-12 00:35:00,False,False,LOSS
2026-03-18 10:00:00,2026-03-18,london,sell,structural_breakout,74.7,STRONG,True,[],4994.69,discount,bullish,False,43.64,81.6,17.40944,False,,4985.54,4988.04,25.0,4973.51,4950.0,4939.58,SL_HIT,-25.0,1,2026-03-18 10:02:00,False,False,LOSS
2026-03-18 20:35:00,2026-03-18,new_york,buy,structural_breakout,72.1,STRONG,True,[],4880.99,discount,bullish,True,38.95,81.6,26.77768,False,,4880.57,4878.07,25.0,4900.0,4932.76,4939.58,SL_HIT,-25.0,2,2026-03-18 20:38:00,False,False,LOSS
2026-03-23 15:35:00,2026-03-23,overlap,buy,structural_breakout,70.7,STRONG,True,[],4428.21,discount,bullish,True,57.23,81.6,83.91945,False,,4463.25,4460.75,25.0,4477.27,4490.13,4568.71,SL_HIT,-25.0,1,2026-03-23 15:37:00,False,False,LOSS
